,Name,Corrdinates,Corrdinates_ll,latitude,longtitude
20,Buleleng,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.2238968,114.9516869&amp;z=10&amp;ftid=0x2dd182f8db579db5:0x3030bfbca7cbf00&amp;q=Buleleng+Regency,+Bali,+Indonesia&amp;ved=0ahUKEwjRtMSfsobeAhXHBcAKHeltBooQ_BIIYTAQ"" style=""height:160px""><img alt=""Map for Buleleng"" height=""160"" src=""/maps/vt/data=EDIm8bbNQDdaI5DxmJ21Ah39RDDkpmr2RNVCxKyF2ULFYzXbfuPmiGZWd3epnqf49ZdZ9CbMZ3iO1LPHBGjPiAMPRI09vGcRSnB-UzLHTsb3hBwpbpkfGmnPT_KvZtGYTqUK-zX2RKIg5hv1-l0f52AbPPPNvCBaZh9Cl3MiZqUWZNt5TVR0f-G1TYuEXzbQGIvGsT6GxdfdS_U7WbXX62i4cGEMPQqospy4AVcn"" title=""Map for Buleleng"" width=""260""/></a></div>]","-8.2238968,114.9516869",-8.2238968,114.9516869
21,Gianyar,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.4248244,115.2600506&amp;z=11&amp;ftid=0x2dd2181d70bc9b4f:0x3030bfbca7cbf20&amp;q=Gianyar,+Bali,+Indonesia&amp;ved=0ahUKEwiEivifsobeAhVNW8AKHUbRDssQ_BIIWjAM"" style=""height:160px""><img alt=""Map for Gianyar"" height=""160"" src=""/maps/vt/data=Ycx1uretV2-q1QghbWy5iBPlRJ71ol67UFLkV5Kbtekook7eT7Znr2n1Bv5p_tR-tjm_rSLY3kadAQHvviodoqkTg1EkrT70ubXgTDEQ3wsMarRbriXVYdwdwawNvW3TxswPVTFGdsT-z3y0Vr8lbpUUmiF4LhXgfHNtl2qUD8nh2F5dsZqdMXrXDw0qCxqn3kyq0UGDbzWsAPFbxs8i1mw2o9S1-4XtGDr6KkBO"" title=""Map for Gianyar"" width=""260""/></a></div>]","-8.4248244,115.2600506",-8.4248244,115.2600506
22,Jembrana,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.3233438,114.6667939&amp;z=11&amp;ftid=0x2dd1631a25b65eb5:0x3030bfbca7cbf30&amp;q=Jembrana+Regency,+Bali,+Indonesia&amp;ved=0ahUKEwifyKigsobeAhWHA8AKHZfSBJUQ_BIIYTAQ"" style=""height:160px""><img alt=""Map for Jembrana"" height=""160"" src=""/maps/vt/data=4CnXVbNGOGyYsti-xfguLO-OBnzKacszKHDlQF2GmuMnz_uOJw4iijFWAne67U2DtI0iZWYAD2LybmNgrE4PCySPj6wUGQNx5HefC0uy9eqoyw2Ayk0xyoqNNGcjMHskNzXTIqQsYbEv_vxIW_6NTf-bEGEJ0b3enGSjetQO_MGvcU5AmJQ-Lbd18x6ZvmGqDs-N9W8QCkUaRDpnBv9v9K40RUgIdQPqR-AYTZU2"" title=""Map for Jembrana"" width=""260""/></a></div>]","-8.3233438,114.6667939",-8.3233438,114.6667939
23,Karang Asem,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.4359528,115.609553&amp;z=14&amp;ftid=0x2dd207ccb817c6c3:0x2f56ee0fd49a2b29&amp;q=Karangasem,+Karangasem+Sub-District,+Karangasem+Regency,+Bali,+Indonesia&amp;ved=0ahUKEwjoyNmgsobeAhVqB8AKHeAyBHYQ_BIITDAL"" style=""height:160px""><img alt=""Map for Karangasem"" height=""160"" src=""/maps/vt/data=WlfZYiO-ktZL2egTQB01lKNKyoJMErGejtu2vli0v--08ngrWME9YZOJQeBDqJCbVZXWGQrLNWnXf08irZS-pfavWUwG1CPrhKaiPVrPILY-kPF9gA359LT3kA_KJBM_HrkhJQtCmX0Zch8AaoU2XnYjHz7CpmMrVD-WzzkQIEnhstyH6PD6KvPb-rvLRcLmAuu-M_9YIlHHIkQL61gcVX6mWlVd3TXqNTqSbiM1Sw"" title=""Map for Karangasem"" width=""260""/></a></div>]","-8.4359528,115.609553",-8.4359528,115.609553
24,Klungkung,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.727807,115.5444231&amp;z=11&amp;ftid=0x2dd272b1333f9fb1:0x3030bfbca7cbf60&amp;q=Klungkung+Regency,+Bali,+Indonesia&amp;ved=0ahUKEwiD1JShsobeAhVKDcAKHQLVDbkQ_BIIWTAM"" style=""height:160px""><img alt=""Map for Klungkung"" height=""160"" src=""/maps/vt/data=la9FKGgk0QKMPnevgTzSwxXg8lyHy2oCx-zNPLrOYM1OUcIsM4ac6j77VO5OCKY_fOTwQXnKNdD7n7R6mxrpFaJD0DIS7Mn9miDijqYm60QO17bmTARARiDR095X17RntQPJqIPbUQ2bMp2v4MRNB7jm9E7FYgzkeuu_pGxbLrANPCc0-sc0Ah9RDCDOVZjCMP-eFRIOvym5-AjAP_9_lvFZ7G_zpg_zh7tDn_0c"" title=""Map for Klungkung"" width=""260""/></a></div>]","-8.727807,115.5444231",-8.727807,115.5444231
25,Tabanan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-8.4595561,115.0465991&amp;z=11&amp;ftid=0x2dd22f15b3ed26cd:0x3030bfbca7cbf50&amp;q=Tabanan+Regency,+Bali,+Indonesia&amp;ved=0ahUKEwjYk76hsobeAhWMOcAKHU1ED0YQ_BIITzAM"" style=""height:160px""><img alt=""Map for Tabanan"" height=""160"" src=""/maps/vt/data=A9FusLZEBk94mv00f8a6PAoL9G07GEtc0KqhmuydEqnCGrzRS-fKoxFgYiD_XqWqnq0pQV6wqrjAUz75n3uzYlbcY9NIaND8uc_PeOmZbtl4_64o3GHgemFz4teAxtBwMy0YKdZDTGmh4_nfIHLXVljcGzzcwm3S-5ESkM9wy_t4wkAuLpD5L3XUd5qDbwL7gP16huw6Pj9BI3I-Vf4n0Kx2pWGuUgSpIAceu0JE"" title=""Map for Tabanan"" width=""260""/></a></div>]","-8.4595561,115.0465991",-8.4595561,115.0465991
26,Lebak,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=6.632811,124.1976882&amp;z=12&amp;ftid=0x32579351b662fdfb:0xf44b4d30a8b1a7c7&amp;q=Lebak,+Sultan+Kudarat,+Philippines&amp;ved=0ahUKEwjtyuWhsobeAhXJCMAKHazlAc0Q_BIIZDAQ"" style=""height:160px""><img alt=""Map for Lebak, Sultan Kudarat"" height=""160"" src=""/maps/vt/data=YSuwIa1JmzAbe8L2PDNyXcm9SVe9SubSNEJWCVJ9Y9rihnEf9bv2Xa8kVS5hdB2bvejBqHM9D6ICmEdp_g_gwyZWCGcDBqWOc1JuxN8JbinW06ThWVU2IeiOqNIY-KziTmyaaF8Muvpe0qniNEMImckSD36Y-mo7KUbrKvw8JA-6WvJ66pQGqFS-Da8ZOQ8gpGmmVfOCQjWI_-bgEDJ-BhLLxECgvpz1gyzrd-XGQQ"" title=""Map for Lebak, Sultan Kudarat"" width=""260""/></a></div>]","6.632811,124.1976882",6.632811,124.1976882
27,Pandeglang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.7482706,105.6881788&amp;z=10&amp;ftid=0x2e43b65e5200aae7:0x301e8f1fc28b8c0&amp;q=Pandeglang+Regency,+Banten,+Indonesia&amp;ved=0ahUKEwjejYyisobeAhVMDsAKHSLFA-cQ_BIITTAM"" style=""height:160px""><img alt=""Map for Pandeglang"" height=""160"" src=""/maps/vt/data=i5zBx2pJdUH2-Fa6wy9RPF7BdzICUAJQIXQ4npzU-vRg-2yMm0ztoLsNeP5jCc0uKRFK4ZwScdYc8t0BmbnkANnLwEEs1Y1XAq_vvKu9JKJd-nToY8g_dlqgwy3Ht_o5Io99p7dKXTcBAY5DlGTMJqq-kDOMePLNFZFM-EAylHTqsLmvRePlmN6VHDIbuvWgX8_t3UWMqpYI1ilwByUUb11DEVAj-H50B9qoo6xv"" title=""Map for Pandeglang"" width=""260""/></a></div>]","-6.7482706,105.6881788",-6.7482706,105.6881788
28,Serang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.1103661,106.1639749&amp;z=14&amp;ftid=0x2e418b0dbb534a61:0x301e8f1fc28b8d0&amp;q=Serang,+Serang+Sub-District,+Serang+City,+Banten,+Indonesia&amp;ved=0ahUKEwiTkL6isobeAhUiB8AKHRuJDjwQ_BIITjAM"" style=""height:160px""><img alt=""Map for Serang"" height=""160"" src=""/maps/vt/data=PZ_8xbg13e5sZ6FMlFzSDyeZbPmqHvvHoX7UaOrY4CcSHLzNQjGHSQ5nVH7cfWsPzD9cjz7I9ujoe__jw7O3RqYjHkjL_SczTM9bXBouDfkWsKqJJDh3hEoJVkTnp1NuwqLM0niawkAaAeNWrpKmlHJTbWMOnkvsRi6kPo9xePdknLfJkffcK67tDXVkp6qllE_2okIhs3r-lju1v5HMSC4tMKs9L1AvxIe-f-QM"" title=""Map for Serang"" width=""260""/></a></div>]","-6.1103661,106.1639749",-6.1103661,106.1639749
29,Tangerang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.2023936,106.6527099&amp;z=12&amp;ftid=0x2e69f8e853d2e38d:0x301576d14feb9c0&amp;q=Tangerang,+Tangerang+City,+Banten,+Indonesia&amp;ved=0ahUKEwjf2uaisobeAhUJD8AKHQpjDAUQ_BIIXDAM"" style=""height:160px""><img alt=""Map for Tangerang"" height=""160"" src=""/maps/vt/data=k3zttc4L2XQ_PYO7pJR3GHrFFg25-zSk-lEDuh1t6_ZyRng5_JyMKsu1FgaAhcMvpThliLeIXTea7n9e0kJgn2jTNsDsVK7S8K1Q6Jei4d4aLoB1u5XEir_VwLRth0lChhWMIJXw_pHzRO6L1cSAkwew-mDrhkhka2QAUSDNv7_CBGyXHgHbC-Cc9XIGxlznOzzqs-tZdgvg1hNC3nJnWVg-tFtPHWgTiyvN5jq5"" title=""Map for Tangerang"" width=""260""/></a></div>]","-6.2023936,106.6527099",-6.2023936,106.6527099
30,Bengkulu Selatan,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.3248409,103.035694&amp;z=11&amp;ftid=0x2e37a665e45ab193:0x3039d80b220cd30&amp;q=South+Bengkulu+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwjy5ZOjsobeAhWpLsAKHQ1xCBMQ_BIIWDAR"" style=""height:160px""><img alt=""Map for South Bengkulu Regency"" height=""160"" src=""/maps/vt/data=cpBwUJoVzxPHF0vk-1XvEFOs5VzOeahyRN-Y5nlFgHdKPGGiJ87NuChWFuODLeGw6NxB1WQjtSnGJpkxCtQNVCDcVcIk03IHw9T9ytLRzaH3RIJWP6ciWfJ_7Xrg5WStDLGdgdaEjiGDW0rJCh-LBNkJ9xbalbDLLarhs7lzMCn6Kqoe-WdBgtNqCjHqe5D9nhiLMcWxBoISLw4BDhakZ65L6UkugnxcRz-ZMb7K"" title=""Map for South Bengkulu Regency"" width=""260""/></a></div>]","-4.3248409,103.035694",-4.3248409,103.035694
31,Bengkulu Tengah,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.6962324,102.3922135&amp;z=11&amp;ftid=0x2e36b515dbaf6447:0x6d16d5b62c2f7471&amp;q=Central+Bengkulu+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwih59KjsobeAhVpB8AKHarqDA8Q_BIIWjAP"" style=""height:160px""><img alt=""Map for Central Bengkulu"" height=""160"" src=""/maps/vt/data=VsELHhk1oeG7sf3IqEmb_JWdYkAm0TN2S2jgvHD3RZpjVpLQ00_mi_an30mAYfdcYRlTVww4X4ucpb6GFVODOsfN-yelA7TT72jHcxi4WoMFyGnRZz4_esVankD6tmk4mwzByKMhuJe0Z1GtzaFHyGzCUaGKYDFNwv2QCobHgggON38Mc9XxAeEBd6lZz8gyq9uJiEQQLBHXRoVcgue8dsRu_eNJbkzKT-JotN5TKQ"" title=""Map for Central Bengkulu"" width=""260""/></a></div>]","-3.6962324,102.3922135",-3.6962324,102.3922135
32,Bengkulu Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.2663246,101.9804613&amp;z=8&amp;ftid=0x2e3426695ac2e081:0x4d005d383353a3d3&amp;q=North+Bengkulu+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwjas4SksobeAhUJKcAKHS_2DBgQ_BIIVjAR"" style=""height:160px""><img alt=""Map for North Bengkulu Regency"" height=""160"" src=""/maps/vt/data=WkMNdzG1SHLHZ4WQGllXGvtaW4luxDRf6D5AMI7WbZGnICstnml7ViXqfv_3UhaiO2YA7Diw94CC5cv5MWhu0okL5sUHhhjKaZ4gjAhgesCW37L6geP33qN4NEky8J_LCnTZkp9jG-84nyEZL61kD7h_VqGL2teDXidFozbgky-C5VxZzbru3zce9MYKwyoOmur3wT95gA2TjV-_4PtDc1xYg69Mxh6w1oOx79d9jw"" title=""Map for North Bengkulu Regency"" width=""260""/></a></div>]","-3.2663246,101.9804613",-3.2663246,101.9804613
33,Kaur,[],",",-4.5216,103.2663
34,Kepahiang,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.6130091,102.6675575&amp;z=11&amp;ftid=0x2e312d514e6dc543:0x2e9a439c5a4794eb&amp;q=Kepahiang+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwieju-ksobeAhVlLsAKHWH4AVoQ_BIIUjAQ"" style=""height:160px""><img alt=""Map for Kepahiang"" height=""160"" src=""/maps/vt/data=QIoerUzMGgzRq1l7Wxls_-BrFViy1yyI2fZsVffuXH936QadE-Xh9Tjqcbm_04B0ol89RTEC3nnfuEW7h-dPEZOtbqb-7BJ9zjGtAxV678TUgBe9EyTetR5SCTRZ6C2TJxQCLXcJahqBxBL7ctUk0XwBT4ibyQNVSYLGdM1x702JuFDrk0mrVJi8IGwdrA3QIOW8WddWYUbnwh5vr7W9aT1kCxMYSr1PID_ddxuQrw"" title=""Map for Kepahiang"" width=""260""/></a></div>]","-3.6130091,102.6675575",-3.6130091,102.6675575
35,Lebong,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=27.0615484,88.2765304&amp;z=15&amp;ftid=0x39e42ed0eced3a39:0xfd58674dc90bf12a&amp;q=Lebong,+Darjeeling,+West+Bengal,+India&amp;ved=0ahUKEwizjaSlsobeAhWfHsAKHYjpBOQQ_BIIWjAQ"" style=""height:160px""><img alt=""Map for Lebong"" height=""160"" src=""/maps/vt/data=ZU_wIk03IxSGGxlh5G9IMGGTHOOJCqxdFCFu6hzkkQgrqBxjmSUAQUk4yI0p61z0qJjfoGGsZn8d09cM1jLfKfHs8sxJakUIgWFudfmiboB0_0JtM2-D4DZNnKGQs9QS2Ptk4ZTJFARvhIWJnKOz866OA3vC_NrkUP40uBZU17uKYmjGMpcec-GhrNkx5tx4dyF4sPmYU1-lns13czjEzoflRHWA900ohkQR5ALRhA"" title=""Map for Lebong"" width=""260""/></a></div>]","27.0615484,88.2765304",27.0615484,88.2765304
36,Mukomuko,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-2.6449114,101.4339148&amp;z=10&amp;ftid=0x2e325de580702433:0x3039d80b220cea0&amp;q=Mukomuko+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwjop9WlsobeAhWDJ8AKHadVDa4Q_BIITjAM"" style=""height:160px""><img alt=""Map for Mukomuko"" height=""160"" src=""/maps/vt/data=3tpJ_S_GTOmsPMFzkE0dqj8JI7s8Ps2O7ASi6LqcHLTz-rQYxgCT9PaFKz5yMvC6PH1xbLUZIw_mX_2_Uu9hzFTSBM1HUjXo_IbQsXX_0IwTBNcihef20KLXONrVGsRkuD12upCpvfjrEf4Bug8XXh99YkorW5BFzavoj2jVsruFassFQdIOeqWYabQHeSid3QF0_U3UlPyi879e7RhaWUodWfbZCupLUhgDQO9G"" title=""Map for Mukomuko"" width=""260""/></a></div>]","-2.6449114,101.4339148",-2.6449114,101.4339148
37,Rejang Lebong,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-3.4548154,102.6675575&amp;z=11&amp;ftid=0x2e31149ef8309d29:0x3039d80b220d130&amp;q=Rejang+Lebong+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwiU7YamsobeAhWpB8AKHTQ8A5oQ_BIIXjAM"" style=""height:160px""><img alt=""Map for Rejang Lebong"" height=""160"" src=""/maps/vt/data=Kk5T17C5tmpt0kGzZg48CcFEJbweFLPPWwMubE1QRpJxzJbHwdA8mUb05tM1fhgMGFsboRBwXtFjAOrJ_uDlxkaPdSN2bpQbr0iG77NbPxyrewI_qnI4K8zxh_mYOUWOS12REuPpCoZw8rGo1QQPDjFHgCMt4iPHNHv7CAl2F7N2SLWvx82XKDMMEG7t6DaedLJtMvZnn_0IHNy-6BtUwf5YmLUb2NXfeNDQkUe9"" title=""Map for Rejang Lebong"" width=""260""/></a></div>]","-3.4548154,102.6675575",-3.4548154,102.6675575
38,Seluma,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-4.0499387,102.7135121&amp;z=10&amp;ftid=0x2e36e59089329a07:0x3e938b9cf7159bc1&amp;q=Seluma+Regency,+Bengkulu,+Indonesia&amp;ved=0ahUKEwiQ5LOmsobeAhUCJ8AKHZEsDRUQ_BIIUDAR"" style=""height:160px""><img alt=""Map for Seluma"" height=""160"" src=""/maps/vt/data=nEw8KRT6Enb9USKQSCcp8iFlSXb3Sq8CL4ex_C704gORKEzWPcCtO-3HtQULkS3-aY5oz3Xg4B42DIt2lK5XnP2c7JqnxIM7LLUwB4JmLYniKXr4b0Mzxe-WDS11X6y6xmlXS02t6fzxG9368EC4d8WyeldXdNwhZFo5Lwf9ScOgW-AcFpEGhLD2_HZR29mDXJscukivJtWiRqaz1MM17u76XI8aakAD3fNi-fUpPQ"" title=""Map for Seluma"" width=""260""/></a></div>]","-4.0499387,102.7135121",-4.0499387,102.7135121
39,Boalemo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.7013419,122.2653887&amp;z=10&amp;ftid=0x3279a7aeaeda4ee1:0x3030bfbcaf76ed0&amp;q=Boalemo+Regency,+Gorontalo,+Indonesia&amp;ved=0ahUKEwjg99-msobeAhXDAcAKHf8NDAkQ_BIIVTAQ"" style=""height:160px""><img alt=""Map for Boalemo"" height=""160"" src=""/maps/vt/data=oWL7Yl9onGbgSYhFsB909PWJiUOwSYpsvHHMeWP_iJQmsgqz3YWpEcPWHQQl_WgyMmSSvObTHPGg754i0Oyt4Abd5d6sq1B9o3cO-WkVJZv5EIJ6Gbz5SNc1SIIYVjqTXey69d6OyV_3z4dXbhkEpoyqMph1Ot0kycu6D86Ff4fvtaYBWgs9F7bLrAM68dPtrlCQYYZ8MzPJlpYqyxmror6QRe5MY1qThd3T2M5L"" title=""Map for Boalemo"" width=""260""/></a></div>]","0.7013419,122.2653887",0.7013419,122.2653887
40,Bone Bolango,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.5657885,123.3486147&amp;z=11&amp;ftid=0x327ed976fe70d79f:0x3030bfbcaf76ee0&amp;q=Bone+Bolango+Regency,+Gorontalo,+Indonesia&amp;ved=0ahUKEwj-0IqnsobeAhUrAcAKHde_DFYQ_BIIVjAQ"" style=""height:160px""><img alt=""Map for Bone Bolango"" height=""160"" src=""/maps/vt/data=hG3vG8QW4teAIIyORCnTS3hSDhz2W5Xz3spn30n7pc27OqNjyrALdcla1UJqueO_DnnGUT-NQtzITU1GrGiesl4dhlQ7Jh1KlTuxIRo4-kOuAA0-vVCQoy3k-SbmA-TJUhzKVlBUYBlaCrpeKRHCTSeVTrN81Xsjr6w4P5c-8QFcOgCUR6flZ_SIV9H4CoqISg4hQHrddBzggOn9JS6yJf227km1c4eTPj8Py_5l"" title=""Map for Bone Bolango"" width=""260""/></a></div>]","0.5657885,123.3486147",0.5657885,123.3486147
41,Gorontalo,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.6999372,122.4467238&amp;z=9&amp;ftid=0x3271c025cc21ad49:0x1030bfbcaf71a20&amp;q=Gorontalo,+Indonesia&amp;ved=0ahUKEwjYi7qnsobeAhWECMAKHVaaADcQ_BIIWzAM"" style=""height:160px""><img alt=""Map for Gorontalo"" height=""160"" src=""/maps/vt/data=l3IIdbAFxj0EsKOacToFxEzvkWn1nYof4u2lgC2HxANNqCRQ-p3HsGAbtyr5kv8bpA5NGihX-XLCkFBq7lPkOvrtKN8xzH1oQuZrBaZZJjhB99AF9t-cVgpzWGDh5AXBOOaHjHkyNJ3qjgmmPygIjV9EWvUMWFNsJZObPIJuGI7S0B_deMVGvlcatT65nC3bl0K66OnZRnGHvSh_bozeOCZz7DlaC_3BYhF6CZf9"" title=""Map for Gorontalo"" width=""260""/></a></div>]","0.6999372,122.4467238",0.6999372,122.4467238
42,Gorontalo Utara,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.9252647,122.4920088&amp;z=10&amp;ftid=0x327968d2ae4b4e3b:0x3030bfbcaf76f00&amp;q=North+Gorontalo+Regency,+Gorontalo,+Indonesia&amp;ved=0ahUKEwir9u2nsobeAhUkBcAKHeN_BOsQ_BIIXjAQ"" style=""height:160px""><img alt=""Map for North Gorontalo Regency"" height=""160"" src=""/maps/vt/data=Ehda5bMoH5xCusv3H5yWJuTrunuPGuCVmjxN_vFaXa_13ZooydCSNsUcMKCE-g71SY_AU1EhHkMgAjslywo5_F0A70S4mH94FJVHN9aloA8XpvXUGCSm_RFCGwScgV6YiJPq4__6O1wAcqAAnl2iThgobxHDTODNh75zTliamLVWaORKz9oCtFUfkMdCiYvEcTsqa2s-IP2p_URlaPMhKeayLs_kQtM4Fx3SCgM8"" title=""Map for North Gorontalo Regency"" width=""260""/></a></div>]","0.9252647,122.4920088",0.9252647,122.4920088
43,Pohuwato,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=0.7055278,121.7195459&amp;z=10&amp;ftid=0x3277628b1bb51ce5:0x3030bfbcaf76f10&amp;q=Pohuwato+Regency,+Gorontalo,+Indonesia&amp;ved=0ahUKEwid3paosobeAhXnIsAKHQEPBzoQ_BIIUjAQ"" style=""height:160px""><img alt=""Map for Pohuwato"" height=""160"" src=""/maps/vt/data=A0MBqRac1etZvTcx-Jsau-80k8qc47l7HQOpbEnvDhWjYI4b7JjTRRzU7hqwbSTfH6IdlVjIO5bYehc0YPVF8Qv2izCcVbPNGVwPWaQQl7H03emZkdyLVE9MDubMQzR6ErbPpeQtxZh3Hn0nowxD0iKYr8-UmMUXfZt5YyYWyALVR_HPFSPe2qOEPKODwPzQNUXqebgb9--ksaWs9NWpcL4soQFd8-ELHdAL5LNb"" title=""Map for Pohuwato"" width=""260""/></a></div>]","0.7055278,121.7195459",0.7055278,121.7195459
44,Jakarta,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-6.17511,106.8650395&amp;z=9&amp;ftid=0x2e69f3e945e34b9d:0x100c5e82dd4b820&amp;q=Jakarta,+Indonesia&amp;ved=0ahUKEwje-MyosobeAhXpCsAKHbjDAPMQ_BIIXjAM"" style=""height:160px""><img alt=""Map for Jakarta"" height=""160"" src=""/maps/vt/data=ObHXgz4xJoNk12adfYbPnQ9ImSAOsETtV34R4QubLl5GIkozdhh5iyReqU-pS9IDeb8fSH8ZxKE9y6p5xKNVb1SbjIARQj-2NLIyB20tuypMiOK5wiIS6qwo0GV3YDlMSholuzW3qN5ytYDTHu7cknoxzAq3jrwlOzDS1uVxk4-_rccgg5qTaFJn2zi34BbDYiWSPRuKOrZOKBVBZ6lff9WatPhql8tk6JIFXnU7"" title=""Map for Jakarta"" width=""260""/></a></div>]","-6.17511,106.8650395",-6.17511,106.8650395
45,Kepulauan Seribu,[],",",-5.501771,106.550077
46,Batang Hari,"[<div class=""R8KuR""><a href=""https://maps.google.com/maps?um=1&amp;ie=UTF-8&amp;fb=1&amp;gl=uk&amp;sa=X&amp;ll=-1.7083922,103.0817903&amp;z=10&amp;ftid=0x2e2fa576b077d70b:0x3039d80b220cbc0&amp;q=Batang+Hari+Regency,+Jambi,+Indonesia&amp;ved=0ahUKEwjJ886psobeAhUJCMAKHaLHBkkQ_BIIVjAQ"" style=""height:160px""><img alt=""Map for Batang Hari Regency"" height=""160"" src=""/maps/vt/data=2fXNoBw9mN2G9SYAuiXKc_POhqsaza8iZEqBSInmY0sig1gUzARh26WLk36gD3t2UkBtjWFwfjqtt5fSid6-PT9My-HudVIlgkm-6TegKvKB9BYd2s0D3PEMfvt4CVqoCyWRjI_jtHL89GZO7QT1ljITU_qrjCIUyQ0Xl-Ho4A5IPqspkjhFG1JYuV7XjNfy1id5roKRWpPCPJHVDNnWK5pghU0oa-ArHF-E_in-"" title=""Map for Batang Hari Regency"" width=""260""/></a></div>]","-1.7083922,103.0817903",-1.7083922,103.0817903
